replicate,k,subsample_size,ari_vs_primary_on_sample,nmi_vs_primary_on_sample,exact_label_match_fraction_after_permutation,permutation_mapping
0,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
0,3,632,0.7871542657790817,0.7924036843607348,0.9335443037974683,"{""0"": 0, ""1"": 1, ""2"": 2}"
0,4,632,0.9897856031397417,0.9811332062466129,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3}"
0,5,632,0.9626001002890326,0.9514273182926248,0.9841772151898734,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 4}"
0,6,632,0.8576810131552234,0.8445755640363194,0.9367088607594937,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 3}"
1,2,632,0.9936708090624575,0.9845275030323606,0.9984177215189873,"{""0"": 0, ""1"": 1}"
1,3,632,0.9959627689957569,0.9904667869766255,0.9984177215189873,"{""0"": 1, ""1"": 2, ""2"": 0}"
1,4,632,0.9537070476744053,0.9435660061964132,0.9841772151898734,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
1,5,632,0.8190800083674916,0.8162976741000479,0.9240506329113924,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 2}"
1,6,632,0.9303993499724073,0.9248372525410561,0.9683544303797469,"{""0"": 1, ""1"": 3, ""2"": 4, ""3"": 0, ""4"": 2, ""5"": 5}"
2,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
2,3,632,0.9887801415947269,0.9797260146212025,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1}"
2,4,632,0.9334639167953652,0.9247415063726515,0.9762658227848101,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
2,5,632,0.6445400264463589,0.67984353579449,0.8180379746835443,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 4, ""4"": 1}"
2,6,632,0.9688134760298793,0.962867145183118,0.9873417721518988,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 5, ""4"": 2, ""5"": 4}"
3,2,632,0.9936708547947374,0.984540195442337,0.9984177215189873,"{""0"": 1, ""1"": 0}"
3,3,632,0.9870517772308564,0.973306894384906,0.995253164556962,"{""0"": 2, ""1"": 1, ""2"": 0}"
3,4,632,0.9721559332866814,0.9631091607569272,0.990506329113924,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
3,5,632,0.6459496705726657,0.6933813046242724,0.8180379746835443,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 4}"
3,6,632,0.49398955084836815,0.61409166957256,0.6534810126582279,"{""0"": 4, ""1"": 5, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 0}"
4,2,632,0.9685550313817353,0.9412257894042326,0.9920886075949367,"{""0"": 0, ""1"": 1}"
4,3,632,0.9850607548116462,0.9723521617683848,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2}"
4,4,632,0.9953013452745755,0.992780598054165,0.9984177215189873,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
4,5,632,0.7358300350497864,0.7843657507754139,0.879746835443038,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0, ""4"": 4}"
4,6,632,0.5184972507827482,0.6302341542844416,0.6677215189873418,"{""0"": 4, ""1"": 0, ""2"": 5, ""3"": 2, ""4"": 3, ""5"": 1}"
5,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
5,3,632,0.9943958466222196,0.989887034550022,0.9984177215189873,"{""0"": 2, ""1"": 1, ""2"": 0}"
5,4,632,0.9584116451463569,0.9494394983794163,0.9857594936708861,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
5,5,632,0.751391101513417,0.7888722888892933,0.8908227848101266,"{""0"": 4, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 2}"
5,6,632,0.5063084909859688,0.6079741771181084,0.6629746835443038,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 2, ""4"": 1, ""5"": 5}"
6,2,632,0.9253747621952298,0.8828946257856071,0.9810126582278481,"{""0"": 1, ""1"": 0}"
6,3,632,0.9809652085443359,0.9627379360358441,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
6,4,632,0.9681652789580355,0.9597155178103659,0.9889240506329114,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
6,5,632,0.640699521948482,0.685421157317166,0.8117088607594937,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0, ""4"": 4}"
6,6,632,0.8769149663881388,0.8579833757833933,0.944620253164557,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 5, ""4"": 0, ""5"": 3}"
7,2,632,0.14915917815084279,0.20769105570214352,0.694620253164557,"{""0"": 0, ""1"": 1}"
7,3,632,0.8114173388778387,0.8146509203879613,0.9414556962025317,"{""0"": 1, ""1"": 2, ""2"": 0}"
7,4,632,0.974368581238654,0.9629077916979171,0.990506329113924,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
7,5,632,0.9647090324237315,0.9526945009109888,0.9857594936708861,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 2}"
7,6,632,0.9476855706823742,0.9445357750452482,0.9794303797468354,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 2, ""4"": 3, ""5"": 4}"
8,2,632,0.9936708090624575,0.9845275030323606,0.9984177215189873,"{""0"": 0, ""1"": 1}"
8,3,632,0.8067928776560818,0.8057430120572564,0.939873417721519,"{""0"": 1, ""1"": 2, ""2"": 0}"
8,4,632,0.9391925289332612,0.9224248623880876,0.9778481012658228,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
8,5,632,0.7144738776979087,0.7758697630806348,0.875,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 2, ""4"": 3}"
8,6,632,0.5000779255397205,0.6379766325366826,0.6566455696202531,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 1, ""4"": 4, ""5"": 2}"
9,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
9,3,632,0.9499916258740024,0.926258722315856,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 0}"
9,4,632,0.9548870718512062,0.9410073389469558,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
9,5,632,0.5397901993550599,0.6475382265903189,0.7689873417721519,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 4, ""4"": 0}"
9,6,632,0.9213374057595053,0.9045759505957726,0.9588607594936709,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 5, ""4"": 3, ""5"": 4}"
10,2,632,0.9936708858097872,0.984560085537352,0.9984177215189873,"{""0"": 1, ""1"": 0}"
10,3,632,0.948608435180175,0.9094802985823287,0.9794303797468354,"{""0"": 0, ""1"": 1, ""2"": 2}"
10,4,632,0.9332410033489702,0.9075152525268995,0.9746835443037974,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
10,5,632,0.436996720590434,0.5667197885565114,0.6629746835443038,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 0}"
10,6,632,0.8245351581948112,0.8383255685192097,0.9161392405063291,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 4, ""4"": 1, ""5"": 3}"
11,2,632,0.9810728411916092,0.9612255204556784,0.995253164556962,"{""0"": 1, ""1"": 0}"
11,3,632,0.9801998289831774,0.9613314384296024,0.9920886075949367,"{""0"": 0, ""1"": 2, ""2"": 1}"
11,4,632,0.962939476368946,0.9445564860821329,0.9857594936708861,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
11,5,632,0.6337159743150276,0.6825804706746833,0.7927215189873418,"{""0"": 4, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 1}"
11,6,632,0.5345605837118227,0.6524188302138489,0.6962025316455697,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 4, ""4"": 0, ""5"": 5}"
12,2,632,0.9936706977332406,0.9845077047990085,0.9984177215189873,"{""0"": 1, ""1"": 0}"
12,3,632,0.7684542033914794,0.7762586786074119,0.9272151898734177,"{""0"": 1, ""1"": 0, ""2"": 2}"
12,4,632,0.9606146978666368,0.9449706551867677,0.9857594936708861,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
12,5,632,0.9077635803831535,0.8995536540357371,0.9636075949367089,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 1}"
12,6,632,0.515378694391702,0.5917282489598753,0.6693037974683544,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 0, ""5"": 5}"
13,2,632,0.9873618279998477,0.9722811651523068,0.9968354430379747,"{""0"": 1, ""1"": 0}"
13,3,632,0.9902925113212162,0.9803910062405462,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
13,4,632,0.939392941643202,0.9248372982600583,0.9778481012658228,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
13,5,632,0.710703787903475,0.7477246891677297,0.870253164556962,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 4, ""4"": 1}"
13,6,632,0.4944233607448387,0.6269944877084443,0.6566455696202531,"{""0"": 0, ""1"": 5, ""2"": 4, ""3"": 1, ""4"": 2, ""5"": 3}"
14,2,632,0.9936708779013222,0.9845510529189185,0.9984177215189873,"{""0"": 1, ""1"": 0}"
14,3,632,0.770101684609946,0.7757723758247591,0.9272151898734177,"{""0"": 1, ""1"": 0, ""2"": 2}"
14,4,632,0.9629109749829594,0.9545883593923002,0.9873417721518988,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
14,5,632,0.8984227173510773,0.9017245225179993,0.9604430379746836,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4}"
14,6,632,0.5387344717221308,0.6450678708047892,0.6867088607594937,"{""0"": 4, ""1"": 3, ""2"": 1, ""3"": 5, ""4"": 0, ""5"": 2}"
15,2,632,0.9936707617757824,0.9845180162551812,0.9984177215189873,"{""0"": 0, ""1"": 1}"
15,3,632,0.8773915955187253,0.8561900913157556,0.9620253164556962,"{""0"": 2, ""1"": 0, ""2"": 1}"
15,4,632,0.9563336897885704,0.9349944802999673,0.9825949367088608,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
15,5,632,0.6251628790038388,0.6837312514164242,0.8117088607594937,"{""0"": 4, ""1"": 3, ""2"": 2, ""3"": 1, ""4"": 0}"
15,6,632,0.9061790219754037,0.8920814786703454,0.9588607594936709,"{""0"": 2, ""1"": 5, ""2"": 4, ""3"": 3, ""4"": 1, ""5"": 0}"
16,2,632,0.9936708424670813,0.9845361690679575,0.9984177215189873,"{""0"": 0, ""1"": 1}"
16,3,632,0.9709370260904665,0.9434843749300457,0.9889240506329114,"{""0"": 1, ""1"": 2, ""2"": 0}"
16,4,632,0.9340673831554529,0.9076747694081775,0.9731012658227848,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
16,5,632,0.6572673866661483,0.706824459866304,0.8259493670886076,"{""0"": 4, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 0}"
16,6,632,0.7430901124760383,0.7702143627903977,0.8829113924050633,"{""0"": 4, ""1"": 0, ""2"": 2, ""3"": 5, ""4"": 1, ""5"": 3}"
17,2,632,0.9936708861740091,0.9845626923798214,0.9984177215189873,"{""0"": 1, ""1"": 0}"
17,3,632,0.9887867228840415,0.981898178698131,0.9968354430379747,"{""0"": 2, ""1"": 0, ""2"": 1}"
17,4,632,0.9554409455181764,0.9478816375453277,0.9841772151898734,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
17,5,632,0.6615237452858111,0.7084207853222958,0.8117088607594937,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 1}"
17,6,632,0.6045493655379428,0.6992177820843242,0.7357594936708861,"{""0"": 0, ""1"": 5, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 2}"
18,2,632,0.9873618279998477,0.9722811651523068,0.9968354430379747,"{""0"": 0, ""1"": 1}"
18,3,632,0.979432114196419,0.9654321934345245,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
18,4,632,0.9464426768283145,0.9350970305599519,0.9810126582278481,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
18,5,632,0.8698981352440925,0.8682948466267705,0.9477848101265823,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 4, ""4"": 2}"
18,6,632,0.46591531869038944,0.5689346053924622,0.6281645569620253,"{""0"": 0, ""1"": 3, ""2"": 2, ""3"": 5, ""4"": 4, ""5"": 1}"
19,2,632,0.987361812050309,0.9722697818088512,0.9968354430379747,"{""0"": 1, ""1"": 0}"
19,3,632,0.9962571884774549,0.9906268084850334,0.9984177215189873,"{""0"": 1, ""1"": 2, ""2"": 0}"
19,4,632,0.9012288911035317,0.8860276417496492,0.9651898734177216,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
19,5,632,0.6001655929682318,0.6732941456068723,0.7879746835443038,"{""0"": 0, ""1"": 4, ""2"": 2, ""3"": 1, ""4"": 3}"
19,6,632,0.5671718562684182,0.6728228551208895,0.7025316455696202,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 5, ""4"": 3, ""5"": 1}"
20,2,632,0.9873617816565615,0.9722569607566607,0.9968354430379747,"{""0"": 0, ""1"": 1}"
20,3,632,0.9795711846546644,0.9624884968936819,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0}"
20,4,632,0.9781191560140817,0.9660331759685591,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
20,5,632,0.871095074485863,0.8579408133418357,0.9477848101265823,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 2}"
20,6,632,0.7481638182050514,0.7756411256097664,0.884493670886076,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 5, ""4"": 0, ""5"": 3}"
21,2,632,0.9873618181534536,0.9723124057232461,0.9968354430379747,"{""0"": 1, ""1"": 0}"
21,3,632,0.996151924044562,0.9906859817566073,0.9984177215189873,"{""0"": 1, ""1"": 2, ""2"": 0}"
21,4,632,0.9905864375397868,0.9856302361625099,0.9968354430379747,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3}"
21,5,632,0.588707898640294,0.6404852986327335,0.7848101265822784,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 4}"
21,6,632,0.89675992098076,0.8909697772661217,0.9525316455696202,"{""0"": 5, ""1"": 2, ""2"": 4, ""3"": 0, ""4"": 3, ""5"": 1}"
22,2,632,0.9873616992364351,0.9722350218113758,0.9968354430379747,"{""0"": 1, ""1"": 0}"
22,3,632,0.990258360459669,0.9803626377896213,0.9968354430379747,"{""0"": 2, ""1"": 1, ""2"": 0}"
22,4,632,0.9615021300718267,0.9502482574618629,0.9857594936708861,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
22,5,632,0.6395591717256258,0.7060069950652451,0.8322784810126582,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 4}"
22,6,632,0.4978542364242873,0.5930582564799816,0.6518987341772152,"{""0"": 4, ""1"": 1, ""2"": 5, ""3"": 0, ""4"": 2, ""5"": 3}"
23,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
23,3,632,0.9846709523909349,0.9675371135994499,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0}"
23,4,632,0.9766922803566944,0.9613327013631544,0.990506329113924,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
23,5,632,0.8766151092422922,0.8629180967881813,0.9493670886075949,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 1}"
23,6,632,0.5308814804186951,0.6365653245294496,0.6756329113924051,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 5, ""5"": 2}"
24,2,632,0.15429326672268726,0.21891271589444153,0.6977848101265823,"{""0"": 1, ""1"": 0}"
24,3,632,0.990219411275197,0.9802807523658386,0.9968354430379747,"{""0"": 2, ""1"": 1, ""2"": 0}"
24,4,632,0.9555321517638058,0.9411361376898627,0.9841772151898734,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
24,5,632,0.9156760740295266,0.9100568984903609,0.9667721518987342,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 1}"
24,6,632,0.8351590518430723,0.8470332005109944,0.9240506329113924,"{""0"": 4, ""1"": 2, ""2"": 5, ""3"": 3, ""4"": 1, ""5"": 0}"
25,2,632,0.9810727758087805,0.9568190210648239,0.995253164556962,"{""0"": 1, ""1"": 0}"
25,3,632,0.9921576359615099,0.9811343574782699,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1}"
25,4,632,0.9616266776752924,0.9409920663905773,0.9857594936708861,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
25,5,632,0.659038384678638,0.7025205069849894,0.8338607594936709,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 1}"
25,6,632,0.8889523033538921,0.8666671793758621,0.939873417721519,"{""0"": 0, ""1"": 5, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 3}"
26,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
26,3,632,0.8125838796104035,0.8133467781229063,0.9414556962025317,"{""0"": 2, ""1"": 1, ""2"": 0}"
26,4,632,0.9551021332488092,0.9478681342686103,0.9841772151898734,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
26,5,632,0.6108766951948517,0.6824079410904498,0.7863924050632911,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 2, ""4"": 3}"
26,6,632,0.5296769458260543,0.6402192444661605,0.6819620253164557,"{""0"": 0, ""1"": 4, ""2"": 2, ""3"": 5, ""4"": 3, ""5"": 1}"
27,2,632,0.9437602253439769,0.9062437807609076,0.9857594936708861,"{""0"": 1, ""1"": 0}"
27,3,632,0.9906740592599326,0.9804466835551119,0.9968354430379747,"{""0"": 2, ""1"": 0, ""2"": 1}"
27,4,632,0.8992040188289885,0.8812829377415416,0.9636075949367089,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
27,5,632,0.5209515925459304,0.635360499296719,0.7658227848101266,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 3}"
27,6,632,0.6462948287193155,0.7182055872118025,0.8291139240506329,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 5, ""4"": 4, ""5"": 0}"
28,2,632,0.9873616105720265,0.9690482887063726,0.9968354430379747,"{""0"": 1, ""1"": 0}"
28,3,632,0.8918109167581288,0.8661769232021067,0.9667721518987342,"{""0"": 2, ""1"": 1, ""2"": 0}"
28,4,632,0.965826377166075,0.9541299503973667,0.9873417721518988,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
28,5,632,0.9087068699109064,0.8943348069715472,0.9636075949367089,"{""0"": 4, ""1"": 1, ""2"": 3, ""3"": 0, ""4"": 2}"
28,6,632,0.6139780444235049,0.7013676071513513,0.814873417721519,"{""0"": 0, ""1"": 5, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 2}"
29,2,632,0.9936708547947374,0.984540195442337,0.9984177215189873,"{""0"": 1, ""1"": 0}"
29,3,632,0.9869268813277524,0.9732176036806943,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2}"
29,4,632,0.967554863743081,0.9620048722541356,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
29,5,632,0.9715134953540583,0.9639387774044469,0.9889240506329114,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 2}"
29,6,632,0.47423166950797646,0.5815158205628548,0.6439873417721519,"{""0"": 0, ""1"": 3, ""2"": 2, ""3"": 1, ""4"": 5, ""5"": 4}"
30,2,632,0.9810728379240019,0.9612309344111786,0.995253164556962,"{""0"": 0, ""1"": 1}"
30,3,632,0.9864460063584072,0.9712362861891062,0.995253164556962,"{""0"": 0, ""1"": 1, ""2"": 2}"
30,4,632,0.9479784204204669,0.9358247574319711,0.9810126582278481,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
30,5,632,0.6830477865757107,0.7206227497945444,0.8449367088607594,"{""0"": 4, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 2}"
30,6,632,0.4982616360444204,0.618158199713827,0.6534810126582279,"{""0"": 0, ""1"": 4, ""2"": 5, ""3"": 1, ""4"": 3, ""5"": 2}"
31,2,632,0.9873618215750265,0.9722756528890932,0.9968354430379747,"{""0"": 1, ""1"": 0}"
31,3,632,0.9918302169609557,0.9831960004780169,0.9968354430379747,"{""0"": 2, ""1"": 1, ""2"": 0}"
31,4,632,0.9639140997896241,0.9438221658385587,0.9857594936708861,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
31,5,632,0.7090551177089228,0.7412585944762172,0.8670886075949367,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 1}"
31,6,632,0.5085878427921766,0.6385055280304005,0.6598101265822784,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 5, ""4"": 0, ""5"": 4}"
32,2,632,0.160732979524289,0.21290680262523018,0.7025316455696202,"{""0"": 0, ""1"": 1}"
32,3,632,0.994403409265822,0.9898475931788481,0.9984177215189873,"{""0"": 2, ""1"": 1, ""2"": 0}"
32,4,632,0.9409815288598453,0.9323279133461665,0.9794303797468354,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
32,5,632,0.6938490977115932,0.7375586648084648,0.8528481012658228,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 2}"
32,6,632,0.8120125875639467,0.8446880022157174,0.9193037974683544,"{""0"": 5, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 2, ""5"": 3}"
33,2,632,0.9873618332523536,0.972295554490382,0.9968354430379747,"{""0"": 1, ""1"": 0}"
33,3,632,0.9777563660199285,0.9682858075088915,0.9936708860759493,"{""0"": 1, ""1"": 0, ""2"": 2}"
33,4,632,0.941016774189145,0.9303099618999683,0.9794303797468354,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2}"
33,5,632,0.6434246088019191,0.6912635209391678,0.8243670886075949,"{""0"": 3, ""1"": 2, ""2"": 4, ""3"": 0, ""4"": 1}"
33,6,632,0.536884259055675,0.6507789775751739,0.6882911392405063,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 5}"
34,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
34,3,632,0.9618371295687748,0.9293580592129421,0.9857594936708861,"{""0"": 0, ""1"": 1, ""2"": 2}"
34,4,632,0.9520599002749482,0.9313856110720168,0.9810126582278481,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1}"
34,5,632,0.6414080234437275,0.6978641714454609,0.8212025316455697,"{""0"": 3, ""1"": 4, ""2"": 2, ""3"": 0, ""4"": 1}"
34,6,632,0.514305706203907,0.6395443173678396,0.6582278481012658,"{""0"": 5, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 2}"
35,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
35,3,632,0.9739549873227796,0.9587827889596371,0.9920886075949367,"{""0"": 2, ""1"": 0, ""2"": 1}"
35,4,632,0.9330994944090458,0.9149427753753833,0.9762658227848101,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
35,5,632,0.6936793590439142,0.7384085357405247,0.8623417721518988,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 2}"
35,6,632,0.4615499955342701,0.562874519162943,0.6360759493670886,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 0, ""5"": 5}"
36,2,632,0.14757361213969994,0.22450989367016774,0.6930379746835443,"{""0"": 1, ""1"": 0}"
36,3,632,0.9832273430097541,0.974768062528757,0.995253164556962,"{""0"": 0, ""1"": 2, ""2"": 1}"
36,4,632,0.9370351931116931,0.9232287936353557,0.9778481012658228,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
36,5,632,0.6717525047672298,0.7206390956888307,0.8338607594936709,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 2}"
36,6,632,0.9766109821963116,0.9719815966102684,0.990506329113924,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 3}"
37,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
37,3,632,0.9706344979701779,0.9438049555029043,0.9889240506329114,"{""0"": 1, ""1"": 2, ""2"": 0}"
37,4,632,0.9541714012940433,0.931342063214938,0.9810126582278481,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
37,5,632,0.652885252283569,0.7081879897384441,0.8243670886075949,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 2}"
37,6,632,0.9269866805194124,0.9202843924014416,0.9683544303797469,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 0, ""5"": 5}"
38,2,632,0.14545753222962696,0.21358649288545709,0.6914556962025317,"{""0"": 1, ""1"": 0}"
38,3,632,0.9258921908704297,0.8992636286860161,0.9762658227848101,"{""0"": 2, ""1"": 1, ""2"": 0}"
38,4,632,0.9398964766181123,0.9254316870354832,0.9778481012658228,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
38,5,632,0.9075254842004024,0.8999192135264197,0.9636075949367089,"{""0"": 0, ""1"": 3, ""2"": 2, ""3"": 1, ""4"": 4}"
38,6,632,0.8843790063098622,0.8834595469730739,0.9525316455696202,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 5, ""5"": 1}"
39,2,632,0.9936708779013222,0.9845510529189185,0.9984177215189873,"{""0"": 0, ""1"": 1}"
39,3,632,0.9831599564091523,0.9668939372192452,0.9936708860759493,"{""0"": 1, ""1"": 0, ""2"": 2}"
39,4,632,0.941083433120695,0.9371811892339185,0.9794303797468354,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
39,5,632,0.5832517199306941,0.6483560773745805,0.7705696202531646,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 4, ""4"": 3}"
39,6,632,0.7978863284075876,0.813769037720713,0.9066455696202531,"{""0"": 5, ""1"": 2, ""2"": 4, ""3"": 1, ""4"": 3, ""5"": 0}"
40,2,632,0.981072802094499,0.9611826300568643,0.995253164556962,"{""0"": 1, ""1"": 0}"
40,3,632,0.9522321519029376,0.9229549720068485,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 0}"
40,4,632,0.9796177653421546,0.9680179049184572,0.9920886075949367,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
40,5,632,0.8958421959037939,0.8925637321949538,0.9588607594936709,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 2, ""4"": 3}"
40,6,632,0.9351694319850516,0.932394314482852,0.9731012658227848,"{""0"": 3, ""1"": 5, ""2"": 2, ""3"": 1, ""4"": 4, ""5"": 0}"
41,2,632,0.9936708547947374,0.984540195442337,0.9984177215189873,"{""0"": 0, ""1"": 1}"
41,3,632,0.9688559087538079,0.9416957507933603,0.9873417721518988,"{""0"": 1, ""1"": 2, ""2"": 0}"
41,4,632,0.9312484531107311,0.9070618646615557,0.9746835443037974,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
