replicate,k,subsample_size,ari_vs_primary_on_sample,nmi_vs_primary_on_sample,exact_label_match_fraction_after_permutation,permutation_mapping
747,6,632,0.9124432029420131,0.9174140909700008,0.9620253164556962,"{""0"": 5, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 2}"
748,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
748,3,632,0.778823712312551,0.7860468360592852,0.9287974683544303,"{""0"": 0, ""1"": 1, ""2"": 2}"
748,4,632,0.9539482919930714,0.9472645954864958,0.9841772151898734,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
748,5,632,0.4661704943178667,0.5789682650846643,0.6566455696202531,"{""0"": 3, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 1}"
748,6,632,0.623562964209047,0.6731079841468168,0.7784810126582279,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 2, ""4"": 0, ""5"": 4}"
749,2,632,0.9936708722291195,0.9845476369840697,0.9984177215189873,"{""0"": 0, ""1"": 1}"
749,3,632,0.7513417802315998,0.7612106320602081,0.9208860759493671,"{""0"": 2, ""1"": 0, ""2"": 1}"
749,4,632,0.9506574288592509,0.9256731032777603,0.9810126582278481,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3}"
749,5,632,0.8827155192498345,0.8814333287730222,0.9541139240506329,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 1}"
749,6,632,0.8835264405216621,0.8737276798718392,0.9462025316455697,"{""0"": 3, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 0, ""5"": 2}"
750,2,632,0.9623261635404452,0.9232100190948629,0.990506329113924,"{""0"": 1, ""1"": 0}"
750,3,632,0.9681039069709239,0.9417906480532194,0.9889240506329114,"{""0"": 0, ""1"": 1, ""2"": 2}"
750,4,632,0.9402916578262931,0.9183121309565339,0.9762658227848101,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
750,5,632,0.6314599810907976,0.6860362635749955,0.8085443037974683,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 4}"
750,6,632,0.9009385589012185,0.9079415336397457,0.9620253164556962,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 4, ""5"": 0}"
751,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
751,3,632,0.962157545145997,0.934226949899288,0.9873417721518988,"{""0"": 1, ""1"": 2, ""2"": 0}"
751,4,632,0.9644337514980751,0.9509153888180535,0.9873417721518988,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
751,5,632,0.7025993641885411,0.7405930542459797,0.8670886075949367,"{""0"": 4, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 2}"
751,6,632,0.420749373522236,0.5370215390730715,0.5981012658227848,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 2}"
752,2,632,0.9623261702529738,0.9233329463011919,0.990506329113924,"{""0"": 1, ""1"": 0}"
752,3,632,0.7768026328743419,0.7920246577515024,0.930379746835443,"{""0"": 0, ""1"": 1, ""2"": 2}"
752,4,632,0.9812327372816364,0.972749211170408,0.9936708860759493,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3}"
752,5,632,0.6448248173914538,0.6941243830859077,0.8037974683544303,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 2}"
752,6,632,0.7950503451883223,0.8039994400943632,0.9098101265822784,"{""0"": 0, ""1"": 5, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 2}"
753,2,632,0.9437601645080868,0.9062920852570365,0.9857594936708861,"{""0"": 1, ""1"": 0}"
753,3,632,0.992196390553309,0.9810933909827612,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
753,4,632,0.932896254145682,0.922785853584772,0.9762658227848101,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
753,5,632,0.4763261375851246,0.593293382704711,0.7199367088607594,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0, ""4"": 4}"
753,6,632,0.7170009376885735,0.7705610528649335,0.865506329113924,"{""0"": 5, ""1"": 2, ""2"": 4, ""3"": 1, ""4"": 0, ""5"": 3}"
754,2,632,0.981072474024306,0.9611098726262466,0.995253164556962,"{""0"": 0, ""1"": 1}"
754,3,632,0.7792457413308416,0.7881547616703664,0.930379746835443,"{""0"": 2, ""1"": 0, ""2"": 1}"
754,4,632,0.9285332805811571,0.9222239385073989,0.9746835443037974,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
754,5,632,0.6678705004970745,0.7052620865519006,0.8322784810126582,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 3}"
754,6,632,0.9134272026455877,0.9029273199258436,0.9588607594936709,"{""0"": 2, ""1"": 4, ""2"": 5, ""3"": 1, ""4"": 0, ""5"": 3}"
755,2,632,0.9561174789149722,0.9135548136101439,0.9889240506329114,"{""0"": 0, ""1"": 1}"
755,3,632,0.9718935860237219,0.9612252782199653,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
755,4,632,0.9690135939386948,0.9592199775115605,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
755,5,632,0.9542999781328976,0.9504085723530031,0.9825949367088608,"{""0"": 4, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 2}"
755,6,632,0.5385811640027637,0.6596577497686527,0.6819620253164557,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 1, ""5"": 5}"
756,2,632,0.16452697959617651,0.22786664084488872,0.7041139240506329,"{""0"": 1, ""1"": 0}"
756,3,632,1.0,1.0,1.0,"{""0"": 2, ""1"": 1, ""2"": 0}"
756,4,632,0.9680706966933306,0.9621533813893459,0.9889240506329114,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1}"
756,5,632,0.6199245164394093,0.6794599382020805,0.805379746835443,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 4}"
756,6,632,0.8209094843235526,0.8355016779925274,0.9177215189873418,"{""0"": 5, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 0}"
757,2,632,0.9810728411916092,0.9612255204556784,0.995253164556962,"{""0"": 1, ""1"": 0}"
757,3,632,0.9502134850084014,0.9395507494606457,0.9857594936708861,"{""0"": 1, ""1"": 2, ""2"": 0}"
757,4,632,0.9646466938754934,0.954000929353825,0.9873417721518988,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
757,5,632,0.6247340943875503,0.6769925360752309,0.810126582278481,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
757,6,632,0.5156666389680854,0.6517253529933146,0.6598101265822784,"{""0"": 0, ""1"": 5, ""2"": 1, ""3"": 2, ""4"": 4, ""5"": 3}"
758,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
758,3,632,0.9907271020582201,0.9804703568738236,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1}"
758,4,632,0.9527528996593292,0.9360296893882191,0.9825949367088608,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
758,5,632,0.8548564880618951,0.865981790834597,0.9430379746835443,"{""0"": 3, ""1"": 2, ""2"": 4, ""3"": 0, ""4"": 1}"
758,6,632,0.5382673230256944,0.6522426557906507,0.6835443037974683,"{""0"": 2, ""1"": 3, ""2"": 5, ""3"": 4, ""4"": 0, ""5"": 1}"
759,2,632,0.9810728187981936,0.9611910208541542,0.995253164556962,"{""0"": 0, ""1"": 1}"
759,3,632,0.9851304155421297,0.9704044249800324,0.995253164556962,"{""0"": 0, ""1"": 1, ""2"": 2}"
759,4,632,0.9768800681669664,0.9678940715346946,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
759,5,632,0.7324771041105709,0.7659120183711684,0.875,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 1}"
759,6,632,0.9234985176314056,0.9284070354314123,0.9699367088607594,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 0}"
760,2,632,0.9873617596889012,0.9722500094707324,0.9968354430379747,"{""0"": 0, ""1"": 1}"
760,3,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1, ""2"": 2}"
760,4,632,0.9466993906862597,0.9335123217324695,0.9810126582278481,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1}"
760,5,632,0.6573967755375617,0.6970915192238211,0.8354430379746836,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 4}"
760,6,632,0.877778498457616,0.881279715201508,0.9477848101265823,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 4, ""5"": 5}"
761,2,632,0.9873617803380208,0.9690915953513722,0.9968354430379747,"{""0"": 1, ""1"": 0}"
761,3,632,0.9846430659242962,0.9721838038558213,0.995253164556962,"{""0"": 2, ""1"": 1, ""2"": 0}"
761,4,632,0.9952424184667292,0.9927454279842327,0.9984177215189873,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
761,5,632,0.4971648802086289,0.6126053027871048,0.7341772151898734,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 3}"
761,6,632,0.6527524104383418,0.7181743725302904,0.810126582278481,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 5, ""4"": 4, ""5"": 1}"
762,2,632,0.9936708861740091,0.9845626923798214,0.9984177215189873,"{""0"": 0, ""1"": 1}"
762,3,632,0.9827982291311493,0.9616074329898865,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
762,4,632,0.9675346883953511,0.9618914576881581,0.9889240506329114,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
762,5,632,0.680771476718879,0.7187098923637746,0.8465189873417721,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 3, ""4"": 1}"
762,6,632,0.963870939047047,0.9609540190904964,0.9841772151898734,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 5, ""5"": 2}"
763,2,632,0.9936707320381766,0.9845129638718383,0.9984177215189873,"{""0"": 1, ""1"": 0}"
763,3,632,0.9773304944125204,0.9556615599422348,0.9920886075949367,"{""0"": 0, ""1"": 2, ""2"": 1}"
763,4,632,0.9485981881806678,0.941096817394924,0.9825949367088608,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
763,5,632,0.6893910807073607,0.7319083219398065,0.8623417721518988,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 0, ""4"": 3}"
763,6,632,0.9377876530597107,0.9268747130586344,0.9715189873417721,"{""0"": 3, ""1"": 2, ""2"": 5, ""3"": 0, ""4"": 1, ""5"": 4}"
764,2,632,0.9936708424670813,0.9845361690679575,0.9984177215189873,"{""0"": 1, ""1"": 0}"
764,3,632,0.9739799510181388,0.9587079964450256,0.9920886075949367,"{""0"": 0, ""1"": 1, ""2"": 2}"
764,4,632,0.9546641973138027,0.9456538687660057,0.9841772151898734,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
764,5,632,0.6324623339735033,0.6822800874925445,0.814873417721519,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 4}"
764,6,632,0.9227612469049953,0.9101532621417235,0.9651898734177216,"{""0"": 3, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 2, ""5"": 0}"
765,2,632,0.9936708740502365,0.9845763093626713,0.9984177215189873,"{""0"": 0, ""1"": 1}"
765,3,632,0.9737915485102007,0.9586789027658033,0.9920886075949367,"{""0"": 0, ""1"": 1, ""2"": 2}"
765,4,632,0.9517444057821924,0.9346195870097099,0.9825949367088608,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
765,5,632,0.5832986430232743,0.6497819602153828,0.7753164556962026,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 1, ""4"": 3}"
765,6,632,0.5019675835184008,0.6240894988064516,0.6582278481012658,"{""0"": 4, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 1, ""5"": 5}"
766,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
766,3,632,0.977720644222256,0.9680774932651308,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
766,4,632,0.8444019336228349,0.8603849287194341,0.9430379746835443,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
766,5,632,0.9296617915674618,0.9199035945751074,0.9731012658227848,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 1}"
766,6,632,0.9733567498040965,0.9650101373484473,0.9889240506329114,"{""0"": 0, ""1"": 5, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 4}"
767,2,632,0.9873618317977748,0.9722863191620774,0.9968354430379747,"{""0"": 0, ""1"": 1}"
767,3,632,0.9626690695874278,0.9391150242931836,0.9873417721518988,"{""0"": 2, ""1"": 1, ""2"": 0}"
767,4,632,0.9769628560231589,0.9678230430394338,0.9920886075949367,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
767,5,632,0.6574398464853611,0.7095329559719085,0.8338607594936709,"{""0"": 3, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2}"
767,6,632,0.6749862425449353,0.7249504124037849,0.8465189873417721,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 5, ""4"": 1, ""5"": 3}"
768,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
768,3,632,0.9698026037256878,0.9487696815613709,0.990506329113924,"{""0"": 1, ""1"": 2, ""2"": 0}"
768,4,632,0.958801431870733,0.9475514881021754,0.9857594936708861,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
768,5,632,0.466556730909174,0.5976238224143293,0.6977848101265823,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 3}"
768,6,632,0.9467613527914188,0.9491813489122974,0.9778481012658228,"{""0"": 5, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4, ""5"": 1}"
769,2,632,0.9873618181534536,0.9723124057232461,0.9968354430379747,"{""0"": 1, ""1"": 0}"
769,3,632,0.9683834437385941,0.9526497801950469,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
769,4,632,0.881985767470208,0.8708023570611397,0.9556962025316456,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
769,5,632,0.8974565261715272,0.8961533030246246,0.9588607594936709,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 4, ""4"": 2}"
769,6,632,0.9025345426916598,0.9061018582391765,0.9604430379746836,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 5}"
770,2,632,0.9376116750922887,0.8981884973603469,0.9841772151898734,"{""0"": 0, ""1"": 1}"
770,3,632,0.9722729672271898,0.9515010149266361,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
770,4,632,0.9719998842864555,0.9539769899080015,0.9889240506329114,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
770,5,632,0.6295237905877253,0.6915433186632822,0.8022151898734177,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 3}"
770,6,632,0.8898504911931104,0.8911690365843044,0.9556962025316456,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 5, ""4"": 3, ""5"": 4}"
771,2,632,0.9810717136172943,0.961027772811233,0.995253164556962,"{""0"": 0, ""1"": 1}"
771,3,632,0.9776419659117251,0.9678263183440434,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
771,4,632,0.9687192257092194,0.9576933124359838,0.9889240506329114,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
771,5,632,0.6382443576550002,0.6988460030487337,0.8180379746835443,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3}"
771,6,632,0.8621603004776932,0.8689840710783966,0.9382911392405063,"{""0"": 5, ""1"": 1, ""2"": 2, ""3"": 3, ""4"": 0, ""5"": 4}"
772,2,632,0.9810728187981936,0.9611910208541542,0.995253164556962,"{""0"": 1, ""1"": 0}"
772,3,632,0.7473872247409185,0.7544132500827028,0.9193037974683544,"{""0"": 0, ""1"": 1, ""2"": 2}"
772,4,632,0.9464054012715241,0.9278336076286299,0.9794303797468354,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
772,5,632,0.6289522159047656,0.6850933700141495,0.8006329113924051,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 4}"
772,6,632,0.7448300925162133,0.778269374012745,0.884493670886076,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 5, ""5"": 3}"
773,2,632,0.9748039140855685,0.9509181083647031,0.9936708860759493,"{""0"": 1, ""1"": 0}"
773,3,632,0.9960197065746745,0.990502531188752,0.9984177215189873,"{""0"": 2, ""1"": 0, ""2"": 1}"
773,4,632,0.9777875177994928,0.9657160391901275,0.9920886075949367,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
773,5,632,0.6748203656155821,0.7307246597771384,0.8496835443037974,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
773,6,632,0.8537632163789549,0.8629615036265592,0.935126582278481,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 4}"
774,2,632,0.9810718827288698,0.9610427343141392,0.995253164556962,"{""0"": 1, ""1"": 0}"
774,3,632,0.9831611092966146,0.9744415975197825,0.995253164556962,"{""0"": 1, ""1"": 2, ""2"": 0}"
774,4,632,0.9904429682846789,0.9854359506257423,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3}"
774,5,632,0.7671615718515402,0.7925981807165384,0.9018987341772152,"{""0"": 4, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 2}"
774,6,632,0.9089439179609073,0.8918719076962154,0.9572784810126582,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 0, ""5"": 2}"
775,2,632,0.9936708844547795,0.9845572768755257,0.9984177215189873,"{""0"": 1, ""1"": 0}"
775,3,632,0.8347497832785691,0.8338808400798953,0.9493670886075949,"{""0"": 2, ""1"": 0, ""2"": 1}"
775,4,632,0.8580296950207194,0.8601250208534907,0.9477848101265823,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1}"
775,5,632,0.4893124581302306,0.5764211394878161,0.6661392405063291,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
775,6,632,0.4865106769539811,0.5805534480412575,0.6455696202531646,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 5, ""4"": 1, ""5"": 3}"
776,2,632,0.9936708818950358,0.9845542661058769,0.9984177215189873,"{""0"": 1, ""1"": 0}"
776,3,632,0.9886905984867287,0.9816899400578538,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1}"
776,4,632,0.9555949964493226,0.9440745185117542,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
776,5,632,0.7312655002235786,0.7660326082549302,0.8829113924050633,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 2, ""4"": 0}"
776,6,632,0.8053143307808848,0.8108222256083693,0.9098101265822784,"{""0"": 4, ""1"": 3, ""2"": 2, ""3"": 0, ""4"": 1, ""5"": 5}"
777,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
777,3,632,0.8184862207741821,0.7893050829060254,0.939873417721519,"{""0"": 0, ""1"": 1, ""2"": 2}"
777,4,632,0.8973925145848075,0.8686044327003145,0.9604430379746836,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
777,5,632,0.7117822984512674,0.7446202178338612,0.870253164556962,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 4}"
777,6,632,0.5028276107652323,0.6206498783729771,0.6661392405063291,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 5, ""4"": 4, ""5"": 2}"
778,2,632,0.9936708779013222,0.9845510529189185,0.9984177215189873,"{""0"": 0, ""1"": 1}"
778,3,632,0.9473448694715576,0.9275589311102395,0.9841772151898734,"{""0"": 1, ""1"": 0, ""2"": 2}"
778,4,632,0.9517572657513476,0.9355489513561316,0.9825949367088608,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
778,5,632,0.6497487314502128,0.6895500479178662,0.8354430379746836,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3}"
778,6,632,0.9305496649610295,0.933802632795559,0.9715189873417721,"{""0"": 4, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 1, ""5"": 5}"
779,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
779,3,632,0.8108850351516289,0.8182289486318439,0.9414556962025317,"{""0"": 0, ""1"": 2, ""2"": 1}"
779,4,632,0.9683483554747959,0.9568980356974687,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3}"
779,5,632,0.691495524169177,0.7370643858455664,0.8607594936708861,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 2}"
779,6,632,0.494278102671719,0.6150257445405872,0.6598101265822784,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 0, ""5"": 5}"
780,2,632,0.9873614204195429,0.9721911852332777,0.9968354430379747,"{""0"": 0, ""1"": 1}"
780,3,632,0.9831134952277004,0.9744349492646106,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2}"
780,4,632,0.9771875158890734,0.9693635035527998,0.9920886075949367,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
780,5,632,0.6720356113843085,0.7258572477141342,0.8322784810126582,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 3}"
780,6,632,0.5115598005849867,0.6176983971541457,0.6693037974683544,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 0, ""4"": 4, ""5"": 2}"
781,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
781,3,632,0.9637806591164603,0.9445018376794945,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 1}"
781,4,632,0.9157139390475851,0.910859068262814,0.9699367088607594,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
781,5,632,0.9429039752862872,0.9296250606834072,0.9778481012658228,"{""0"": 3, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 1}"
781,6,632,0.5958654944191741,0.6686067403993692,0.7658227848101266,"{""0"": 5, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 1, ""5"": 3}"
782,2,632,0.968554841376183,0.9411040844491017,0.9920886075949367,"{""0"": 0, ""1"": 1}"
782,3,632,0.9799801166380453,0.9610745097074685,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
782,4,632,0.9476541660944275,0.9235715813233575,0.9794303797468354,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
782,5,632,0.7152977693983262,0.7532735162598992,0.8718354430379747,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
782,6,632,0.47177951649366423,0.6005567408139655,0.6424050632911392,"{""0"": 3, ""1"": 0, ""2"": 4, ""3"": 2, ""4"": 1, ""5"": 5}"
783,2,632,0.9810728187981936,0.9611910208541542,0.995253164556962,"{""0"": 1, ""1"": 0}"
783,3,632,0.9888010410698708,0.9818780349887238,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
783,4,632,0.9398966071579412,0.9345814369177217,0.9794303797468354,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2}"
783,5,632,0.8910393295691436,0.8932220577100022,0.9572784810126582,"{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 3, ""4"": 0}"
783,6,632,0.5636941795480804,0.6306006396194733,0.6914556962025317,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 5, ""5"": 2}"
784,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
784,3,632,0.7821282668640752,0.7913082788368417,0.9319620253164557,"{""0"": 0, ""1"": 1, ""2"": 2}"
784,4,632,0.9463125787562653,0.9336515781682022,0.9810126582278481,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
784,5,632,0.6900518831567409,0.7307142863631949,0.8623417721518988,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 3}"
784,6,632,0.587395467986134,0.6715538678127487,0.7199367088607594,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 4, ""4"": 0, ""5"": 5}"
785,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
785,3,632,0.9943574533772569,0.9897860808019104,0.9984177215189873,"{""0"": 2, ""1"": 1, ""2"": 0}"
785,4,632,0.9640032849603107,0.9534425138638831,0.9873417721518988,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
785,5,632,0.705962172148056,0.7567823110789118,0.8686708860759493,"{""0"": 0, ""1"": 4, ""2"": 2, ""3"": 3, ""4"": 1}"
785,6,632,0.5082053640609931,0.6290679361391218,0.6629746835443038,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 2, ""5"": 3}"
786,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
786,3,632,0.9757959194422094,0.9579031557833683,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
786,4,632,0.922267323436038,0.9195399061704097,0.9731012658227848,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
786,5,632,0.604094467392257,0.6728388050466868,0.7943037974683544,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 0, ""4"": 3}"
786,6,632,0.49577606773872973,0.6121698786716143,0.6566455696202531,"{""0"": 0, ""1"": 4, ""2"": 5, ""3"": 2, ""4"": 1, ""5"": 3}"
787,2,632,0.9936708646186224,0.9845440179495617,0.9984177215189873,"{""0"": 1, ""1"": 0}"
787,3,632,0.9720578723523403,0.951829676951914,0.990506329113924,"{""0"": 2, ""1"": 1, ""2"": 0}"
787,4,632,0.929092564841602,0.9109419120388528,0.9746835443037974,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
787,5,632,0.6544559011821945,0.7080638969976095,0.8259493670886076,"{""0"": 3, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 2}"
787,6,632,0.5354534136387004,0.6417134486578567,0.6835443037974683,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 5}"
788,2,632,0.19393896747323872,0.2443682728300656,0.7215189873417721,"{""0"": 0, ""1"": 1}"
788,3,632,0.9885270539347187,0.973886789416965,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2}"
788,4,632,0.9659402694015025,0.9508992658130014,0.9873417721518988,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
788,5,632,0.956457088006747,0.9445519245300872,0.9825949367088608,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 2}"
788,6,632,0.888209249402227,0.8752455674706208,0.9477848101265823,"{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 3, ""4"": 5, ""5"": 0}"
789,2,632,0.987361812050309,0.9722697818088512,0.9968354430379747,"{""0"": 0, ""1"": 1}"
789,3,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1, ""2"": 2}"
789,4,632,0.9818969217265133,0.9729444510326204,0.9936708860759493,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
