variable,mean,scale,fit_n
MLCAPE_Jkg,1011.4810759493671,808.2885818814847,790
MLLCL_m,6.901678370386925,0.42498907963956384,790
ERA5_d2m_K,294.6744683544304,5.723510842387093,790
SHR6_ms,14.327506329113923,6.581355347645745,790
SRH1_m2s2,62.915075949367086,60.865111782826816,790
